,Tags,rata_disability_2013_presence,rata_disability_2013_type,rata_disability_2014_presence,rata_disability_2014_type,rata_disability_2015_presence,rata_disability_2015_type,rata_disability_2016_presence,rata_disability_2016_type,rata_disability_2017_presence,rata_disability_2017_type,rata_disability_2018_presence,rata_disability_2018_type,rata_disability_2021_presence,rata_disability_2021_type,rata_disability_current_expanded_full_presence,rata_disability_current_expanded_full_type,FROM_rata_disability_2013_TO__Action,FROM_rata_disability_2014_TO__Action,FROM_rata_disability_2015_TO__Action,FROM_rata_disability_2016_TO__Action,FROM_rata_disability_2017_TO__Action,FROM_rata_disability_2018_TO__Action,FROM_rata_disability_2021_TO_rata_disability_current_expanded_full_Action,,,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2021,2021-2022
4306,Jirou is Deaf,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4307,Disabled Cecil Palmer_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4308,mentions of Deaf Bakugou Katsuki,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4309,Emmett Cullen is a Squib/Vampire with a Special Needs Disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4310,blind!Jimin for part of the fic,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4311,i hc byleth as mute so they dont talk,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4312,Blind!Scott,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4313,Mute Guardian (Destiny)_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4314,blind akaashi,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4315,Deaf Root | Samantha Groves,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,,,,,,addition,,,,,,,,,,
4316,blind chat au,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4317,Deaf Spock (Star Trek)_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4318,deaf!Haru,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4319,Its Actually Teen Wolf But Stiles Was Born Blind,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4320,blind!iwaizumi,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4321,adrien is blind,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4322,hes blind duh,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4323,Mute Louis,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,addition,,,,,,,,,,,,,,,
4324,blind!Dirk,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4325,half-blind!Eren,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4326,Parental illness/disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4327,Disabled Hinata,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4328,Learning Disabilities,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,,,,,,,,,,,,,,,,
4329,chracter with disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4330,blind erik,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4331,eddie loses an arm instead of dying,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4332,Deaf Karkat Vantas_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4333,blind eli clark,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4334,Mute Deceit | Janus Sanders,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,,,,,,addition,,,,,,,,,,
4335,"Mute Dark Creativity | Remus ""The Duke"" Sanders",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,,,,,,,canonized,,,,,,,,,
4336,Injury,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,,,,,,,canonized,,,,,,,,,
4337,Mute!Zhongli,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4338,Mute Junior (Red vs*d* Blue),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,,,,,,,canonized,,,,,,,,,
4339,eddie's in a wheelchair,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4340,blindlance,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4341,Blind Ben Solo_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4342,Dyslexic Reggie Peters (Julie and The Phantoms),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,,,,,,addition,,,,,,,,,,
4343,Blind!Ichigo,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4344,Disabled WWX,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4345,because not all disability stories have to be about pure angst,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4346,mental disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4347,Mute Victor Grantz,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4348,Blind Enjolras,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4349,Sightless,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4350,mobility-related disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4351,Blind Tachibana Makoto_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4352,Canon reading disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4353,Blind Grantaire (Les Misérables),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,,,,,,,canonized,,,,,,,,,
4354,Blind Yagami Light_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4355,Disabled Geralt z Rivii | Geralt of Rivia_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4356,blind toph,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4357,Deaf!Roxas,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4358,dave is mute,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4359,Blind John Watson,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,,,,,,addition,,,,,,,,,,
4360,harry's blind,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4361,Eddie uses a wheelchair and a cane,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4362,harry is a mute,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4363,sarcasm about disabilities,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,TRUE,syn_tag,,,,,,addition,,,,,,,,,,
4364,Fox is blind and he could not care less,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4365,With added disabilities,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,TRUE,syn_tag,,,,,,addition,,,,,,,,,,
4366,Castiel is mute,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4367,Disabled Chromatic Character,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4368,lance is deaf,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4369,Blind Dirk Strider,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,,,,addition,,,,,,,,,,,,
4370,Blind John Watson_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4371,Deaf!Bones,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4372,Mute! Lance AU,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4373,Luke is mute,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4374,Disability-Aware Sex,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4375,temporary loss of sight and depictions thereof,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4376,Mute charecter,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4377,Haz is in a wheelchair,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4378,Mute Bucky Barnes,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,,,,addition,,,,,,,,,,,,
4379,deaf main character,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4380,visually impaired namjoon,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4381,Ghosts as a metaphor for disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4382,Blind Virgil,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4383,This isn’t to fetishise disability!,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4384,Mentions of Selective Mutism,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4385,Mute!Levi,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4386,Deaf Regulus,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4387,Deafderek,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4388,disability slurs (self directed),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4389,Thranduil is blind,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4390,eren is deaf,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4391,dissabilites,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,TRUE,syn_tag,TRUE,syn_tag,TRUE,syn_tag,,,,addition,,,,,,,,,,,,
4392,Jeon Jungkook is Mute,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4393,Mute Ian Gallagher,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,,,,,,addition,,,,,,,,,,
4394,Blind Min Yoongi | Suga_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4395,Blind Remus Lupin_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4396,Like fully deaf,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4397,jungkook is mute,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4398,canon-typical disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,TRUE,syn_tag,,,,,,addition,,,,,,,,,,
4399,Louis's blind,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4400,Blind Karkat,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,FALSE,,TRUE,syn_tag,,,,addition,,synonymized,,,,,,,,,,
4401,Blind Kong | Aether (Genshin Impact)_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4402,blind!eye,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4403,Bakugou Katsuki goes Deaf :),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4404,哑巴Tony,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4405,kirishima is blind,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4406,Bellamy is deaf,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4407,Deaf Wilbur Soot,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,,,,,,,canonized,,,,,,,,,
4408,Accidental Blindness,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4409,Deaf Phil Lester,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,,,,,addition,,,,,,,,,,,
4410,Mute Logic | Logan Sanders,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,,,,,,addition,,,,,,,,,,
4411,blind bellamy,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4412,unrealistic portrayals of life with disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4413,disabled!essik,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4414,disabiliy,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,TRUE,syn_tag,TRUE,syn_tag,TRUE,syn_tag,,,,addition,,,,,,,,,,,,
4415,Chirrut struggles with being blind,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4416,because we shouldnt erase alexs disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4417,Implied/Referenced Disabilities,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,TRUE,syn_tag,,,,,,addition,,,,,,,,,,
4418,Mute Mizuki | Selene_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4419,Oh yeah and Dream doesn’t talk,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4420,deaf!Andrew Minyard,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4421,Blind Lán Zhàn | Lán Wàngjī,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,,,,,,addition,,,,,,,,,,
4422,Mute Harry Styles,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,,,,addition,,,,,,,,,,,,
4423,Honestly if the majority of people had dyslexia not having it would be the disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4424,Physically Disabled Representation,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4425,blindness?,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4426,WHY IS BLIND TOMMY A TAG BUT BLIND TUBBO IS NOT,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4427,DEAF HINATA IS SO IMPORTANT,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4428,Cas is blind,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4429,deaf ethan green au,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4430,Blind Lance AU,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4431,Jimin's kinda blind,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4432,disable character,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4433,kind of mute louis,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4434,Mute Boris (Bendy and the Ink Machine)_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4435,Mute Uchiha Sasuke,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,,,,,,,canonized,,,,,,,,,
4436,dyslexic character,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4437,blind!zayn,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4438,multiple deaf characters,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4439,ABO Disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4440,blind kim taehyung,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4441,Katsuki doesnt speak,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4442,Mute Mollymauk,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4443,mute! Yuuri,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4444,Blaine blind,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4445,Some jokes about that disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4446,Permenent major character injury,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4447,special needs character,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4448,Selectively Mute!Dean,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4449,Mute Mark Fischbach_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4450,Major Character injury/disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,freeform_tag,,,,,,,addition,,,,,,,,,
4451,Partial-Deafness,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4452,blind!Erik,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4453,but still mute,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4454,Blind!Remus Lupin,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4455,Mute Anxiety | Virgil Sanders_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4456,Certain Disability,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,TRUE,syn_tag,TRUE,syn_tag,TRUE,syn_tag,,,,addition,,,,,,,,,,,,
4457,Mute Lexa (The 100)_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4458,like really mute,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
4459,Mute Victor Grantz | Postman_syn_tags,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,connection_node,,,,,,,addition,,,,,,,,,
4460,blind boy marco,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,syn_tag,,,,,,,addition,,,,,,,,,
