,Tags,rata_disability_2013.json_presence,rata_disability_2013.json_type,rata_disability_2014.json_presence,rata_disability_2014.json_type,rata_disability_2015.json_presence,rata_disability_2015.json_type,rata_disability_2016.json_presence,rata_disability_2016.json_type,rata_disability_2017.json_presence,rata_disability_2017.json_type,rata_disability_2018.json_presence,rata_disability_2018.json_type,rata_disability_2021.json_presence,rata_disability_2021.json_type,rata_disability_current_expanded_full.json_presence,rata_disability_current_expanded_full.json_type
308,Dyslexic Clint Barton,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
309,Blind Draco Malfoy,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
310,Disabled Lance,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
311,Deaf! Remus,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
312,Dean goes blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
313,Blind Locus,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
314,Postviral Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
315,Deaf Lance (Voltron)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
316,Blind Wèi Yīng,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
317,Disability!Jared,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
318,Disabled! Harry,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
319,slight disability shaming,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
320,implied dyslexic scout,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
321,physically mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
322,Mentioned Disability,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
323,and dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
324,wild is mute!!,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
325,Blind Nico,False,,False,,False,,True,canonical_tag,True,canonical_tag,False,,False,,True,synned_tag
326,period-typical attitudes toward mental disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
327,Blind Eddie Kaspbrak,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
328,jeongguk is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
329,Blind Han Jisung | Han_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
330,Deaf!Alexander Hamilton,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
331,tw disability slurs,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
332,Victoria is Deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
333,Dyslexic Dean,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
334,blind!noctis,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
335,Eddie's like x3 disabled after the end,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
336,Johnny is still disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
337,Mute Warden (Dragon Age)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
338,Seungmin is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
339,all of the kids have a sort of disability/Mental disorder,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
340,harry is selectively mute he can talk ok,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
341,Long term/permanent disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
342,kirishima is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
343,Deaf Gabriel (Supernatural),False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
344,Blind!Deceit,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
345,Canonic Blind Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
346,Selective Mute Jason Todd,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
347,Disabled James T*d* Kirk,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
348,Problematic Canon But Interesting Disability Lessons,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
349,niewidomy chłopak,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
350,Disability Community,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
351,Derek is deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
352,blind!Q,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
353,Deaf Jaemin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
354,Blind Kara Danvers,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
355,Mute Aether,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
356,Mute Alec Lightwood_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
357,Faking a Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
358,Mute! Stiles,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
359,Reggie has dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
360,Blind Yagami Light,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
361,Disabled Midoriya Izuku,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
362,BlindJohn,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
363,Blind Luke Hemmings_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
364,In which Marco is deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
365,possible blind!eren,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
366,or at least going blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
367,visual impairments,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
368,mute! Yuuri,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
369,Mute!Alec,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
370,"Mute Dark Creativity | Remus ""The Duke"" Sanders_synned_tags",False,,False,,False,,False,,False,,False,,False,,True,connection_node
371,deaf Ethan AU,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
372,Deaf Steve Rogers_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
373,Deaf Present Mic (mentioned),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
374,Deaf Kim Seokjin | Jin,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
375,глухая персонажка,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
376,Deaf! Eren,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
377,Eddie is a wheel-chair user,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
378,plot twist- luke is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
379,blind!Tsuna,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
380,Canon disabled characters,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
381,Remus has a physical disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
382,Deaf Miyuki Kazuya,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
383,Izuku Midoriya has a disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
384,I guess he's more disability coded than anything,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
385,Dyslexic Crowley (Good Omens),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
386,Blind Yusuke Kitagawa,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
387,reference to canon disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
388,mobility-related disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
389,the past self disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
390,Mute Guardian,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
391,deaf!dan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
392,disabillity,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
393,Blind Carmilla AU,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
394,Mentions of Alex's Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
395,Blind!Kaneki,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
396,Partially Deaf Dick Grayson,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
397,Canon Disability Removal,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
398,Deafderek,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
399,Unable to hear,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
400,Deaf Obi-Wan Kenobi_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
401,Hannibal is selectively mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
402,Blind Alec Lightwood_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
403,Deaf Victoria,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
404,hard of hearing!roman,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
405,Mute Human,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
406,(Legally) Blind Soldier: 76,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
407,Mute!Hinata,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
408,Disability and Rehabilitation,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
409,Blind Nakahara Chuuya (Bungou Stray Dogs),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
410,Deaf Kara Danvers,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
411,of the trans and disability variety,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
412,哑巴Cas,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
413,blind jimin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
414,Dyslexic Steve,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
415,Deaf Midoriya Izuku,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
416,Blind John Egbert_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
417,Blind Choi Junhong | Zelo_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
418,Mute Darcy Lewis,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
419,Mute Izuku Midoriya,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
420,Mostly mute roman,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
421,Mute Deceit | Janus Sanders_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
422,Tubbo struggling with dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
423,mute!character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
424,Characters with a disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
425,Half blind Deceit,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
426,stiles is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
427,disability au bc we need more of that,False,,False,,False,,False,,True,synned_tag,True,synned_tag,False,,True,freeform_tag
428,Almost completely deaf Harry Potter,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
429,Deaf Alexander Hamilton,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
430,SHE WILL GO DEAF SHUT UPPPPPP,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
431,Eventual Blindness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
432,Mute Victoria,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
433,Characters with Physical Disabilities,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
434,Deaf Adora (She-Ra)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
435,deaf!namjoon,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
436,Mute! Jason Todd,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
437,Race is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
438,Blind Virgil,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
439,Physical/Mental Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
440,selectively mute bruno madrigal,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
441,Deaf Specs (Newsies)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
442,Derek hale is disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
443,adhd is a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
444,Tyler is partially mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
445,Implied/Referenced Disabilities,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
446,Will is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
447,Disabled Jon Sims,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
448,visually-impaired character (minor),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
449,Acquired Disablity,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
450,mute!josh,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
451,Zane is a metaphor for disability you can’t change my mind,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
452,Blind!Hiccup,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
453,Hearing Impaired Todoroki Shouto,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
454,Magically Disabled Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
455,another deaf bakugou fic,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
456,Blind America (Hetalia),False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
457,Selectively Mute Persona 5 Protagonist_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
