,Tags,rata_disability_2013_presence,rata_disability_2013_type,rata_disability_2014_presence,rata_disability_2014_type,rata_disability_2015_presence,rata_disability_2015_type,rata_disability_2016_presence,rata_disability_2016_type,rata_disability_2017_presence,rata_disability_2017_type,rata_disability_2018_presence,rata_disability_2018_type,rata_disability_2021_presence,rata_disability_2021_type,rata_disability_current_expanded_full_presence,rata_disability_current_expanded_full_type,FROM_rata_disability_2013_TO_rata_disability_current_expanded_full_Action,FROM_rata_disability_2014_TO_rata_disability_current_expanded_full_Action,FROM_rata_disability_2015_TO_rata_disability_current_expanded_full_Action,FROM_rata_disability_2016_TO_rata_disability_current_expanded_full_Action,FROM_rata_disability_2017_TO_rata_disability_current_expanded_full_Action,FROM_rata_disability_2018_TO_rata_disability_current_expanded_full_Action,FROM_rata_disability_2021_TO_rata_disability_current_expanded_full_Action
2542,Mute Stanley (Stanley Parable),False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2543,selective mute virgil,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2544,Keith's Dad has a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2545,Tubbo is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2546,Disabled Essek Thelyss,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
2547,later disabled character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2548,Deaf Yamada Hizashi | Present Mic_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2549,Mute Dipper Pines,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,,
2550,blind!Sam,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2551,deaf Tim stoker,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2552,Slightly Disabled Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2553,Grantaire is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2554,hard of hearing character(s),False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2555,Deaf Iwaizumi Hajime,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
2556,I love deaf stiles,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2557,Deaf Peter Parker,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,addition,addition,,,,
2558,many deaf characters,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2559,fully blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2560,jimin is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2561,deafness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2562,physical disability including paralysis + limb loss + hearing loss + blindness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2563,Disabled Jeon Jungkook,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
2564,Mute Jungkook,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2565,Disability!Jared,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2566,Deaf Tsukishima Kei_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2567,Stevens has a speech disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2568,jack is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2569,Deaf Original Percival Graves,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
2570,Blind Jaskier,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2571,Mute!keith,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2572,Mute! Dave,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2573,Melanie is still blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2574,盲人cas,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2575,deaf character written by deaf/hoh author,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2576,niall is a selective mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2577,Disability shaming - kind of,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2578,Blind Zuko (Avatar)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2579,Deaf John_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2580,Blind Mickey Milkovich,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,,
2581,#deaf!Derek,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2582,character disabilities,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2583,disability twitter rocks,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2584,Zuko is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2585,deaf Kacchan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2586,disabled character written by disabled author,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2587,Deaf Soldier,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2588,he's nearly blind otherwise,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2589,Blind Technoblade,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2590,Deaf Im Changkyun | I*d*M,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag,addition,addition,addition,addition,addition,addition,addition
2591,tony is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2592,Deaf Remus,False,,False,,False,,True,canonical_tag,False,,False,,False,,True,synned_tag,addition,addition,addition,sinonized,addition,addition,addition
2593,deaf jirou,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2594,Disabled!Cecil,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2595,stiles: blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2596,Ciego!Kurt,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2597,Anders is blind sometimes,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2598,Mute Kim Seokjin | Jin_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2599,Temporarily deaf Leonard McCoy,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2600,Physically Deficient Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2601,Disabled!draco,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2602,Mute Neopolitan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2603,mute!kenma,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2604,Mute Callahan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2605,selectively mute ren amamiya,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2606,Blind Scott_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2607,Temporary blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2608,Permanently Disabled Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2609,selective mute alec,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2610,Blind!Taehyung,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2611,mute Zuko,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2612,Blind lexa,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2613,deaf! Virgil,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2614,Mute Logan Walker,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
2615,She doesn't talk because of trauma,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2616,Blind Yusuke Kitagawa,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2617,Selectively Mute RK900,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2618,main disabled character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2619,Mute Darcy,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2620,Harry is selectively mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2621,HOH character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2622,Blind Adrien Agreste,False,,False,,False,,False,,False,,True,canonical_tag,False,,True,synned_tag,addition,addition,addition,addition,addition,sinonized,addition
2623,Wylan van Eck has Dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2624,disability isn't tragedy,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2625,聋子dean,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2626,reading disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2627,deaf! Link,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2628,deaf calum,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2629,Blind Soldier:76,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2630,mc is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2631,Mute!Tony,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2632,Slurs against someone with a Mental Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2633,Deaf! Blind! Mute! Dean,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2634,Mute RK900,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2635,mute!Blaine,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2636,Disabled Remus Lupin_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2637,Blind Zuko (AtLA),False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2638,Disabled Eddie Kaspbrak,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
2639,Mute Kamado Nezuko,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
2640,Selectively Mute Jung Hoseok | J-Hope,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
2641,Mute Phil Lester_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2642,joon is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2643,Blind Severus Snape_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2644,Deaf Keith (Voltron)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2645,Disabled Inquisitor (Dragon Age)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2646,Kakashi es más ciego que la chingada,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2647,(the major character injury is him being blind),False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2648,Blind Nakahara Chuuya (Bungou Stray Dogs),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
2649,Pete is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2650,mutecas verse,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2651,Disabled Dean,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,True,synned_tag,addition,sinonized,sinonized,sinonized,sinonized,sinonized,addition
2652,no magical cure for disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2653,Disabledtaehyung,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2654,Mute Logic | Logan Sanders,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
2655,handicapped castiel,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2656,Disability Big Bang 2014,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2657,Deaf Derek Hale,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,,,,,,,
2658,deaf!jughead,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2659,slight disability shaming,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2660,Mute Lexa (The 100)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2661,Blinded!Dipper,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2662,disable character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2663,Selectively Mute Castiel (Supernatural),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
2664,Blind Keith (Voltron)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2665,Reggie has dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2666,Disabled Eddie Kaspbrak_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2667,crowley is disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2668,Deaf character for a chapter,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2669,Blind Jim Kirk,False,,False,,False,,False,,True,canonical_tag,False,,False,,False,,,,,,removed,,
2670,the disabled character refers to herself as a cripple,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2671,Mute Severus,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2672,Mute Nico di Angelo,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,addition,addition,,,,
2673,Blind Karkat,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,False,,True,synned_tag,addition,addition,addition,addition,sinonized,sinonized,addition
2674,Victor isn't totally mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2675,disability metaphors,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2676,so blind!bellamy,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2677,Blind!Yuuri,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2678,paralyzed!dean,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2679,protecc blind!dream2021,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2680,Deaf baku on is minor things that idk if ill even mention in this,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2681,Mute Dirk Strider_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2682,niewidomy chłopak,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2683,slight disability worship,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2684,Blind Melanie,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2685,salty disability fic,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2686,just your local touretter writing about disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2687,Mute Ariel (Disney),False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,,,
2688,permanent injury to a character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2689,Disabled Character of Color_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2690,一方盲人,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2691,Blind Jack Frost (Guardians of Childhood),False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,,,
2692,jack goes blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2693,iwaizumi is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2694,Deaf Character,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,,,,,,,
2695,Dipper goes Blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2696,Temporary Character Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2697,Blind Ben Solo,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag,addition,addition,addition,addition,addition,addition,addition
2698,Terezi is blind again!,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2699,Period-typical fear of disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2700,Deaf!Calum,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2701,Deaf Specs (Newsies),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
2702,alternate universe - everyone is disabled basically,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2703,Blind! Stiles,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2704,Deaf Peter Hale,False,,False,,False,,True,canonical_tag,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,,addition,addition,
2705,Blind Dirk Strider_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2706,queer female character with a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2707,Lance is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2708,non canon disabled character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2709,chell is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2710,they have a mute child,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2711,selective mute wild,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2712,deaf!Karkat,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2713,Deaf Ruby,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,False,,False,,,,,,removed,removed,
2714,Blind bucky,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2715,Jooheon is deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2716,Mute Loki (Marvel),False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,,,
2717,Paralized Patton,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2718,May 8th Disability Day,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2719,Deaf Bilbo Baggins_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2720,WHERE R ALL THE FICS THAT TALKS ABOUT TOPH'S DISABILITY??,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2721,Deaf Laura Hollis,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,,
2722,cortical blindness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2723,Disabled Min Yoongi | Suga_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2724,Blind!Technoblade,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2725,(poorly) coping with disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2726,Mute Mark Fischbach_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2727,Mentions of Alex's Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2728,Mute Technoblade (Video Blogging RPF)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2729,Deaf Anxiety | Virgil Sanders_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2730,Mute izuku,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2731,Inuyasha gains a permanent disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag,addition,addition,addition,addition,addition,addition,addition
2732,Harry is disabled for a while,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2733,Louis is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2734,mute pete,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2735,Mute Harry Hart,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,,,
2736,Blind Xiǎo Xīngchén_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node,addition,addition,addition,addition,addition,addition,addition
2737,Mute Park Jimin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2738,I like the headcanon of Sasha being deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2739,john is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2740,Disabled GoodTimesWithScar,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2741,Deaf!Iwaizumi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2742,Todoroki Shouto is Mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2743,Selective Mute Victor,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
2744,Blind Louis Tomlinson,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,addition,addition,addition,addition,addition,addition,
2745,hinted disability,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag,addition,addition,addition,addition,addition,addition,
2746,Selectively Mute Six (Little Nightmares),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag,addition,addition,addition,addition,addition,addition,addition
2747,mickey has dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag,addition,addition,addition,addition,addition,addition,addition
